no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source
394,산림청,산림산업정책국,디지털 기반 산림 우수종자 생산공급 기술개발(R&D),,,,,,한국임업진흥원(연구관리 전문기관),"국민, 임업인, 산업체, 연구소 등",2025 ∼ 2030(총 6년),,1649,2198,"- - - 1,649 2,198","1,649|1,649|2,198|2,198|549|33",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 ◦ 사업기획 경과 - (기획 착수) 신규사업 추진 필요성 및 방향성 의견 수렴(’23.11) - (현장 방문) 양묘 현장 기술수요 청취 및 컨설팅, 세미나를 통한 고도화 - 3569 - ◦ 추진배경 - 산림종자 산업은 노동력중심의 구조로 산림 종자 예찰 및 채취, 풀베기 등 핵심작업에 많은 인력과 예산이 소요되고 있음 - 기후변화로 인해 종자 생산량의 증감량이 상이하고, 폭염 및 경사지 등 고위험작업으로 인력운영에 어려움이 발생되고 있음 - 발아율이 낮아 양묘장 공급시 발아사고가 발생되는 등 국가 주요 조림용 산림종자를 대상으로 발아율 향상을 위한 산업현장의 기술개발 수요가 높은 상황으로 종자의 품질 개선을 위한 연구가 시급 ◦ 대통령 공약사항 - 2. 성장(균형발전): 스마트 데이터 농업 확산, 푸드테크 그린바이오 산업 육성, K-푸드 수출 확대, R&D강화로 농업을 미래농산업으로 전환하겠습니다.",,3567,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
395,산림청,,산림과학연구(R&D),,일반회계,,,,국립산림과학원,"산림청, 산주, 산림 및 환경분야 종사자, 일반 국민",1949 ~ 계속,,42368,52124,"38,578 44,628 41,000 42,368 52,124","40,890|42,368|42,368|51,508|52,124|9,756|23",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - 1922년 임업시험장으로 창설, 임업시험연구 시작 - 1987년 임업연구원으로 개칭 - 1998년 임목육종연구소와 기관 통합 - 1999년 국립수목원 신설 및 기관 분리 - 2001년 책임운영기관 시행 - 2004년 국립산림과학원으로 명칭 변경 - 2008년 산림종자연구소를 국립산림품종관리센터로 분리 - 2012년 한국임업진흥원 창설 및 기관 분리 - 2016년 산림약용자원연구소 신설 대통령 공약사항) 정책공약집「이제부터 진짜 대한민국」 中 ‘국민생활안전 및 ( 재난대응’, ‘AI 신산업 집중육성’, ‘국가균형발전’, ‘기후위기 대응’에 해당 (2026 년 국가연구개발 중점투자방향) ‘지속 가능한 성장을 위한 국가적 임무 해결’과 ‘과학기술 혁신으로 새로운 성장동력 확보’에 해당 산림청 중점과제) 산림청 산림과학기술 R&D 중장기 추진전략(’25~’30)을 기반 ( 으로 국립산림과학원 제2차 중기 기술개발 실행계",,3574,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
396,산림청,산림산업정책국,산림분야 그린바이오 미래형 가치사슬 기술개발(R&D),,일반회계,,,,한국임업진흥원(전문기관),"산림생명자원 생산업(임가), 제약업계 등",2026~2030년(5년),,0,5747,"- - - - 5,747","5,747|5,747|5,747",,,,- 3594 - - (’24.12.9.) 산림분야 그린바이오 미래형 가치사슬 기술개발 기획 착수 - (’25.01.10.) 산림분야 그린바이오 미래형 가치사슬 기술개발 기획 업무회의 - (’25.02.13.) 산림과학기술 출연R&D 기획위원회(1차) - (’25.03.13.) 산림과학기술 출연R&D 기획위원회(2차) - (’25.03.27) 과기부 찾아가는 기획컨설팅 - (’25.04.22.) 산림바이오거점센터 연계 방안 회의 - (’25.04.23.) 산림과학기술 출연R&D 기획위원회(3차) - (’25.04.23.) 목표기술 기술수준분석을 위한 조사 실시,,3592,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
397,산림청,,산불방지대책,,일반회계,,,40,"산림청, 지방자치단체",일반국민,’98년 계속 ∼,해당없음,108,1138,"1,138 1,138 915 - 223 1,138 1,138 1,030 1,138 1,030 - 108 1,138","53,086|57,869|101,499|78,250|85,377|27,508|47",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - ’96년 고성 대형산불로 정부차원의 “산불방지종합대책” 확정 - ’98년 산불방지대책 사업 시작 - ’03년 진화 전문인력 양성을 위한 산불전문예방진화대 국고보조 - 3609 - - ’04년 헬기운영 관련예산을 산림항공관리본부로 이관 - ’05년「산불방지 중기 기본계획」수립, ’06～’10년 산불방지 방향 제시 - ’06년 산불취약지 관리사업 최초 시행 - ’09년 국가정책조정회의에서「산불대응력 보강대책」의결 - ’11년「전국 산불방지 장기대책」수립, ’12～’16년 중장기 산불방지 방향 제시 - ’15년「제6차 세계산불총회」개최국(평창, 10월)으로써 산불저감을 위한 국제사회 대응 강화 - ’16년 산불전문예방진화대 세사업을 “산림재해일자리” 세부사업 신설 이관 - ’17년 재난성 대형산불 대응체계 강화대책 수립 시행 - ’18년「동해안산불방지센터」출범, 유관기관 산불유관기관 협업 및 소통 활성화 - ’19년 ",,3599,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
398,산림청,산림산업정책국,산사태 현장대응 기술개발(R&D),,일반회계,,,,한국임업진흥원(전문기관),산림 종자계,2025~2029년(5년),,4445,5926,"- - - 4,445 5,926","4,445|4,445|5,926|5,926|1,481|33",,,,- (`23.10) 산사태 현장대응 기술개발(R&D) 신규사업 기획착수 - (`24.12~2) 산사태 지자체 담당자 대상 수요조사(2회) - (`24.01~3) 범부처통합연구지원시스템을 통한 수요조사 진행 - (`24.01~3) 전문가 기획위원회 개최 및 의견수렴(6회) - (`24.03) 과기부 사전기획 컨설팅 - (`24.05~6) 과기부 국가과학기술심의(1~4차) - 3637 -,,3635,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
399,산림청,산림재난통제관,스마트 산림재해 대응(정보화),,일반회계,,,,산림청,공무원 및 일반국민,’19년~계속,해당사항 없음,947,3865,"2,390 635 947 947 3,865","939|947|947|3,865|3,865|2,918|308",,전국,,"- 사업 시작년도, 추진배경, 부처별 중점과제, 대통령 공약사항 등 - 봄철 건조한 기후 증가에 따른 산불(대형화 및 동시다발), 국지성 집중호우로 지역별 산사태, 산림병해충의 전국 확산 및 외래 병해충이 발생 - 건조·강풍일수증가와 국지성 집중호우 등 기후변화로 인한 산림재난(산불, 산사태, 돌발병해충 등) 증가로 산림재난 예방을 위한 선제적 대응체계 구축 필요 - 초고속·대형화되는 산림재난에 대한 국민의 관심과 유관기관의 참여가 증가됨에 따라 이에 상응하는 안정적인 서버 자원의 증설과 AI 기반의 국가 차원의 총력 산불대응체계 구축이 시급 - 우리나라 산림은 산악지형이 많고 통신 음영지역이 광범위하게 분포되어 있어, 벌목 등 산림작업 중 사고 발생 시 응급대응의 골든타임을 놓쳐 사망 등 중대 재해로 이어지는 사례가 반복되어 산림현장의 안전 확보와 대체통신수단 확보 시급",,3643,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
400,산림청,산림산업정책국,임업현장 맞춤형 푸드테크 기술개발(R&D),,,,,,한국임업진흥원(전문기관),"단기소득임산물 생산업 종사자, 식품관련 제조업자 등",2025년~2029년(5년),,1000,2727,"- - - 1,000 2,727","1,000|1,000|2,727|2,727|1,727|172",,,,"- (기획 착수 ) 신규사업 추진 필요성 및 방향성 의견 수렴 (’23.11) - (기획방향 점검) 산림청 산림정책과, 사유림경영소득과 및 전문가 자문을 통해 이슈발굴 및 방향 수립 (’24.2, 3 월 추진 ) - (임업현장 방문 ) 고로쇠 임가 (’24.2), 표고 임가 , 도라지 ·산양삼 가공단지 (’24.3), 잣 영농조합 (’24.3) 등 주요 임산물 품목 생산 ·가공 임가 추가 방문 - ( 사업추진 ) ’25 년 신규사업 4개 과제 추진 - ( 수요조사 ) ‘26 년 신규과제 기획을 위한 수요조사 실시",,3653,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
401,산업통상부,,AI기반표적맞춤형의약품제조자율랩기술개발사업,3651-321,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",‘25~’29년(5년),해당없음,,,,"2,200|8,800|8,800|8,800",,,,"추진경과 세부 내용 ∙ (정책·경제·사회·기술분석) 국내·외 AI 신약개발, 의약품제조 자 동화, 차세대 모달리티 관련 정책적, 산업적, 사회적, 기술적 환경 분석 사업 기획방향 ‘24.10~ ∙ (전문가 의견수렴) 산업계, 학계, 연구계 종사자들로 구성된 설정 ‘24.12 전문가 자문위원회 운영 및 의견수렴 ∙ (기존 및 유사사업 분석) 기존 K-MELLODY 사업 등 유사사업 의 추진내용, 성과를 분석 ⇩ 추진전략 및 ’25.1~ ∙ 대내외 환경의 SWOT 분석기반 사업목표 및 추진전략 수립 내역사업 도출 ’25.2 ∙ 사업 추진방향 기반의 내역사업(안) 도출 ⇩ ’25.3.12~ 수요조사 ∙ AI, 신약개발 등 관련 전문가, 관련 기업 대상 수요조사 실시 ’25.3.18 ⇩ ∙ AI, 신약개발 등 관련 전문가, 관련 기업 대상 전문가 회의를 ‘25.3~ 통해 세부과제 수요 발굴 및 세부내용 구성 전문가위원회 ’25.4 ∙ 전문위, 부처 및 전문기관에서 수요기술에 대해 검토 ⇩ ",,3661,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
402,산업통상부,,AI응용제품신속상용화지원사업,3174-421,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",‘26년~’27년,,0,130000,"- - - - 130,000","157,500|130,000|130,000",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제 등 - ’25.2월 AX스프린트 기획 착수 - ’25.7월 새정부 경제성장전략 포함 - ‘25.9월 예비수요조사 추진(대국민·연구소·투자사 등을 통한 2,032건 접수) - ‘25.10월 품목발굴 본 수요조사 추진(832건 접수) - ’25.11월 M.AX 얼라이언스 10개 분과별 검토 착수",,3678,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
403,산업통상부,,AI자율제조SDM플랫폼기술개발(R&D),3541-414,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",’25~‘27,,9200,7500,"- - - 9,200 7,500","9,200|9,200|10,000|7,500|1,700|18",,,,"- ｢제조업 혁신 3.0 전략 ｣ 수립 (‘14.6월) * IT·SW·사물인터넷 융합으로 ’20년까지 1만 개 공장의 스마트화 추진, 엔지니어링, 디자인, 임베디드 SW 등 제조업 3대 소프트파워 강화 추진 등 - ｢제조업 르네상스 비전 및 전략｣ 수립 (’19.6월) * 혁신·선도형 제조 강국 실현을 위한 정책 중 IT 연계 정책 다수 포함 - ｢산업 AI ｣ 내재화 전략 수립(‘23.1월) - 3690 - * ▲수요-공급기업 간 협력 모델을 통해 AI 내재화 및 공급 산업육성, ▲잠재력을 갖춘 수요기업의 AI 활용역량 강화, ▲민간주도의 지속 가능한 DX 생태계 조성 - ｢ AI 자율제조 전략 1.0 ｣ 수립(‘24.5월) * ▲AI 자율제조 본격 확산, ▲통합적 관점에서 기술개발 등 핵심역량 확보, ▲AI 자율제조 Eco System 구축, ▲협력 네트워크 구축",,3688,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
404,산업통상부,,AX실증밸리조성(R&D),3541-301,지역균형발전,,,,한국산업기술기획평가원,"기업, 대학, 연구소 등",‘26~’28년,,0,2110,"- - - - 2,110","31,400|2,110|2,110",,,,"- 사업 시작년도, 추진배경, 부처별 중점과제항 등 ㅇ ‘24~’28 제8차 산업기술혁신계획(‘24.11월, 국가과학기술자문회의) 중점 과제로 ‘산업 AI 내재화 등 산업전환 대응 강화’, ‘AI 활용 차·로봇 등 초격차 도전혁신기술 확대’ 등 추진 ㅇ ｢자동차산업 글로벌 3강 전략｣(‘22.9월) 생태계 전반의 유연한 전환, 자율주행 및 모빌리티 신산업 창출 등 ㅇ ｢자율제조 전략 1.0｣(‘24.5월) AI 자율제조 도입 확산, 핵심역량 확보, 생태계 진흥 3개 전략을 축으로, 테스트베드 확대, 제조 AI 전문기업 육성 등 추진",,3703,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
405,산업통상부,,K-온디바이스AI반도체기술개발(R&D),3561-324,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구기관 등",’26~‘30,,0,166554,"- - - - 166,554","185,060|166,554|166,554",,지역지정,,"- ‘24.4 : 주력산업-반도체기업간 생태계 경쟁력 제고를 위한 AI반도체 협업포럼 추진 - ‘25.2 : 온디바이스 AI반도체 신규R&D 추진을 위한 수요조사 및 기업간담회 - ‘25.5 : K-온디바이스AI반도체기술개발사업 기획 및 민·관협력 MoU* 추진 * 사업기획 및 성과확산을 위한 업무협력 (산업부, 주력산업 수요기업, 반도체·팹리스협회, 전문기관) - ‘25.7~8 : K-온디바이스AI반도체기술개발사업 예비타당성조사 면제 신청 및 의결 - ‘25.9 : 제조업 AI 대전환 성공을 위한 AI반도체 M.AX얼라이언스 MOU 체결 * 산업부, 수요기업, 팹리스(설계기업), 파운드리(제조기업), 글로벌 IP기업 참여 - 3722 -",,3720,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
406,산업통상부,첨단산업정책관,K-치안수요기반피지컬AI조명핵심기술개발및실증(R&D),3561-433,일반회계,,,,한국산업기술기획평가원,"(주관기관) 중소·중견기업, (참여기관) 기업, 대학, 연구소 등",’26년 ~ ‘28년,110억원,,,,"5,000|5,000|5,000",,,,"ㅇ 기술수요조사 : · 광ICT 신규사업기획을 위한 수요조사(‘23. 2. 21. ~ 3. 7.) · 조명조합사 대상 기술수요조사('24. 1. 2.~11.) ㅇ 기업간담회 : (국회) '22년 11월 11일, 김성원 의원실 주최 (부천시) '24년 6월 17일, 조용익 시장실 주최 ㅇ 드론용 조명에 대한 공공수요 : · 경찰청, KIPoT 과학치안진흥센터 · 국방부, 드론작전사령부",,3729,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
407,산업통상부,,No-Code제조기술혁신생태계구축,3174-496,일반회계,,,,한국산업기술진흥원,산업 디지털전환 관련 중소 중견기업 ‧,2025년~2029년,,2250,3000,"- - - 2,250 3,000",,,,,"ㅇ 디지털기반 산업 혁신성장전략 (’20.8월, 관계부처) - 대-중견-중소 협업에 기초해 산업 전반에 DNA 기술을 접목하여 산업 밸류체인을 혁신하고, 고부가가치화를 추진 ㅇ 산업 디지털전환 확산전략(디지털 BIG-PUSH) (’21.4월, 산업통상자원부) ‣ ‣ ‣ ‣ - 산업 디지털 전환을 준비 도입 정착 확산 고도화 5단계로 구분하고, ‘25년까지 10개 업종 평균은 도입, 선도 30%는 확산 단계 진입 추진 ㅇ 산업 디지털 전환 촉진법 시행 (‘22.7월) - 산업데이터 및 지능정보기술을 활용한 산업의 디지털 전환 촉진 - (주요내용) 종합계획, 표준화, 선도사업지원, 기술개발, 인력양성, 금융·세제 지원 등 ㅇ 산업 AI 내재화 전략-제1차 산업 디지털 전환 종합계획 (‘23.1월) - AI내재화 공급산업 육성, 수요기업 AI 활용 역량 강화, 민간 주도 DX 생태계 조성 - (주요내용) 수요기업의 AI 활용을 용이하게 하고, 공급기업의 기술 역량 강화할 수 있는 주요 A",,3738,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
408,산업통상부,,PIM인공지능반도체핵심기술개발(R&D),3561-302,일반회계,,,,한국산업기술기획평가원,"기업, 대학, 연구기관 등",`22~`28,,17900,7800,"19,994 19,700 18,360 17,900 7,800","18,360|17,900|17,900|7,800|7,800|10,100|56",,,,- ‘19.04 : 시스템반도체 비전과 전략(관계부처합동)을 통해 AI 반도체 등 미래 반도체시장을 좌우할 Next-Generation 반도체 개발 발표 - ‘19.10. : PIM 인공지능 반도체 신규R&D 추진을 위한 산업계 간담회 실시 - ‘19.12. : PIM 인공지능 반도체 신규R&D 사전 기획 회의 시작 - ‘20.11. : ’PIM인공지능반도체 핵심기술개발‘ 기획보고서 - ‘20.12 ~ ‘21.06 : 예비타당성조사 진행 - ‘22.01 : 사업 착수 및 연구개발 과제 공고 - 3753 -,,3751,국가AI전략위 AI 예산사업 통합 설명자료(2026.3)
